review,sentiment
"sigma ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⡴⠞⠛⠉⢙⡛⣶⣤⣀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣴⠋⠀⠀⠀⢰⠁⠀⠀⠉⢻⣷⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢰⠇⠀⠀⠀⠀⠘⠀⠀⠀⠀⠀⠹⣷⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣼⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣿⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⡏⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⡟⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣰⠃⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢠⠜⢹⠇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣀⣤⣶⡶⠶⠮⠭⠵⢖⠒⠿⢤⣀⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢠⡟⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⣠⡶⠿⠛⠉⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠈⠙⠲⣄⡀⠀⠀⠀⠀⠀⣰⠟⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⢀⣴⠟⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠈⠚⠿⡷⣄⣀⣴⠞⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⣠⠟⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠉⠪⣻⣄⠀⠀⠀⣀⣀⠤⠴⠒⠚⢋⣭⣟⣯⣍⠉⠓⠒⠦⠤⣀⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⣼⠋⠀⠀⠀⠀⠀⠀⠀⠀⠀⠃⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠙⡝⣧⠔⠋⠁⠀⣀⠤⠔⣶⣿⡿⠿⠿⠿⠍⠉⠒⠢⢤⣀⠈⠑⠦⣄⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⣼⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⡦⠤⢤⣤⣀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠘⣞⣧⠤⠒⠉⠀⠀⠾⠛⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠙⢲⣴⣾⣷⢤⡀⠀⠀⠀⠀⠀⠀⠀
⢰⠇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⡜⠀⠀⠀⠀⠈⠙⠳⢦⣀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠸⣾⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠸⠟⢿⣿⣧⠙⢦⠀⠀⠀⠀⠀⠀
⡜⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠉⠀⠀⠀⠀⠀⠀⠀⠀⠀⠙⠿⣦⣄⡀⠀⠐⢄⠀⠀⠀⢻⡇⠀⠀⠀⠀⡠⢊⣭⣬⣭⣶⣄⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠘⢿⡀⠀⠑⣄⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠙⢿⣦⡀⠀⠑⢄⣀⢿⠇⠀⠀⠀⡜⣼⠟⠁⠀⠀⠉⢿⡄⠀⠀⠀⠀⣠⠤⠤⠤⣀⡀⠈⠙⡄⠀⠈⢆⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠙⣝⢦⡀⠀⣠⡞⠢⢄⠀⡜⣼⠁⣠⣴⣶⢦⡀⠀⢻⠀⠀⢀⣎⡴⠟⠛⠛⠶⣝⢦⠀⠘⡄⠀⠈⢧⠀⠀
⢢⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣧⣄⣀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠈⢦⢻⡾⠋⠀⣀⣀⠁⠁⡇⢰⢿⣄⣿⣎⢷⠀⢸⡇⠀⢸⡝⢀⣤⣄⡀⠀⠙⢷⡀⠀⢱⠀⠀⠈⡇⠀
⠸⡆⠀⠀⠀⠀⠀⠀⠀⠀⡸⠀⠀⠈⠙⣳⢦⣄⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠟⣧⠀⢀⣀⣀⡉⠱⣿⣼⣆⢿⠻⣯⡞⠀⢸⡇⠀⢸⣷⣏⢙⣿⡻⡆⠀⠀⢳⠀⠀⠀⠀⠀⢸⡀
⠀⢳⡀⠀⠀⠀⠀⠀⠉⠚⠁⠀⠀⠀⠀⠀⠉⠻⢿⣦⡀⠀⠀⠀⠀⠀⠀⠀⠀⣰⡏⠈⠁⠀⠀⠉⠢⠈⠛⢻⣿⠿⠛⠁⢀⣿⠇⠀⠈⣿⣿⢿⡟⣧⡷⠀⠀⢸⡄⠀⠀⠀⠀⠈⡇
⠀⠈⢷⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠙⢿⢧⡀⠀⠀⠀⠢⠤⠔⡽⠁⠚⠉⠉⠉⢗⢷⣄⡠⣀⢻⣆⣀⣠⡿⠋⠀⠀⠀⠈⢿⡷⠿⠟⠁⠀⠀⣼⠀⠀⠀⠀⠀⠀⢱
⠀⠀⠀⠻⣆⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢣⠻⡄⠀⢀⣀⡤⠞⠁⠀⠀⠀⠀⠀⠘⢦⡈⠁⠀⠀⠸⡟⠉⠀⠀⠀⠀⠀⠀⠀⠙⢦⣀⣤⡶⠟⠉⠙⠒⠀⠀⠀⠀⢘
⠀⠀⠀⠀⠈⠳⣦⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠠⡀⠀⡇⣿⠛⠉⠉⠀⠀⠀⠀⠀⠀⠀⠀⠀⠈⣿⣤⡀⠀⠈⠁⠀⠀⠀⠀⠀⠀⠀⠀⢠⠞⠍⠠⠤⠒⠂⢄⠀⠀⠀⠀⠀⢸
⠀⠀⠀⠀⠀⠀⠈⠙⠲⣤⣀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠈⢀⣽⠋⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢹⣿⡉⠓⠦⣄⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠐⣉⡿⠓⠲⠄⠀⠀⠀⠀⡆
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠉⠛⠶⢤⣤⣄⣀⣠⣤⡤⠶⠛⣿⡀⠀⢢⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠈⣿⣿⣄⠀⠀⠉⠙⠒⠲⠤⠤⠤⣤⣤⡤⠖⠚⠁⠀⠀⠀⠀⠀⠀⠀⢰⠃
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢹⣷⠀⠀⠱⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢹⣿⣿⣿⣦⣄⡀⠀⠀⠀⢀⣼⣿⠏⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⡞⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢻⣧⡀⠀⠙⢄⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢫⠙⢻⣿⣿⣿⣿⣿⣿⣿⣿⡏⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⡼⠁⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢳⡱⡀⠀⠀⠣⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠳⣔⢹⡉⢻⣿⣿⣿⣿⡿⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⡞⠁⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠹⣿⣆⠀⠀⠈⠢⡀⠀⠀⠀⠀⠀⠀⠀⠀⠙⠳⣥⣠⣹⣿⡿⠟⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⣠⠞⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠈⠳⣕⢄⠀⠀⠈⠂⠀⠀⠀⠀⠀⠀⠀⠈⠓⠢⠌⠉⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⡴⠃⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠈⠻⢷⡦⣀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣀⠔⠋⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠙⠺⢕⣦⣄⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣀⠴⠚⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠈⠉⠛⠻⠤⢄⣀⣀⣀⣀⣀⣀⣠⠤⠴⠒⠊⠉⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀",positive
its 2025. im still playing it.,positive
"pretty fire game
",positive
What an absolute disgrace of a game. Artificially pulling people down to 50% win rate.,negative
Addictive,positive
Gg,positive
"dont try this at home
",positive
best,positive
"Game experience is bad and not fun at all

laggy servers and gamecode
flat gameplay
game are very long to find 
players often decline to join match so you have to start a new queue
gamecoordinator will cancel your queue and prevent your to queue again
games are almost never balanced
matchmaking force you down to 50% winrate (if you got more)
lot of trashtalkers
too much fancy/overpriced cosmetics
...

Feel free to add your lines

Cheers",negative
best game in the world,positive
,negative
ggwpppppp,positive
i wnat locked camer on  player make that and a lot will came buck,positive
)),negative
connection times are very long.  badly written code.,negative
addicted to this game,positive
aa,positive
goooooooooooood,positive
"чтоб в это играть нужно четыре друга, что для дотера крайне нереалестично",positive
I love it,positive
BEST,positive
"Awesome, worth playing!!!",positive
p good game i guess,positive
Just a great game to have fun,positive
"Как я войду в эту игру, то чувство что у меня зади есть огромный член из всех героев Дота2. Верите или нет мне это очень нравится.",positive
nothing,positive
"it really works your decision making and your budgeting for the items you want . you cant really rush in and the strats that take place is insane . its takes a bit to get used to and when i saw the 100 hour rank opening i though it was too much, but after spending some time playing, i understand. the game has alot of trouble with people leaving in the middle or just not doing what they need to for the team . overall i recommend this game if you love making your own hero with different stats and love team play, and if you got alot of time in your hands lmao",positive
+rep,positive
keep curropt file,negative
bagus,positive
this game questioning my life decision very hard,positive
very unstable game always crashing fu gaben,negative
this game with stupid random peoples,negative
33,positive
ZZZZZZ,positive
очко проебал,positive
xiang bin,positive
"amazing game. none like other
",positive
sda,positive
"fun game, no gays",positive
"The optimisation for this game is awful,",negative
"This Game can cause Brain Cancer , Highly Recommended",positive
"Pathetic solo ranked team up  system, alot of unworthy trolls allowed in!",negative
goood game play dota 2,positive
not bad its cool,positive
If you don't want to keep your sanity. Play this game. This also good on learning other curse languages.,positive
nice game,positive
"good game :)
-i like slark",positive
Like,positive
"It’s a magical place where you can be a godlike Invoker one match and a professional feeding simulator the next. Think chess, but every piece yells at you, the board keeps exploding, and someone random takes control of your bishop halfway through. 10/10, would queue at 3 a.m. and regret life choices again.",positive
Game is unplayable,negative
"Very good game , but dont expect to reach high rank without friends",positive
the best game for life,positive
this game deserve gg now day no player anymore. all dumb ass account buyer or not spoiler how to ply... idiot valve,negative
More than a decade of playing. I can tell this game is highly recommended especially if you want to have depression.,positive
"like


",positive
"want to enjoy the game but just can't, every game is at least 30 min long normally 40. Trying to learn the game will just involve you getting stomped every single game since the matchmaking sucks due to there being very few new players. Starting out at least, every game is just a 40 minute slog where one team stomps the other because of matchmaking. People will reccommend you do swift play but eventually youll switch to unranked norms and have this experience for at least 50-100 games. For reference just getting 50 30 min games under your belt will take you about 1500 hours and most likely you still wont be good or even decent according to most. The game's just too old for a new player to come in and compete with the players that have thousands or tens of thousands of hours

Also the community will not support you. It's very difficult to find people who want to play with you in discord. Like most MOBAs the player base is largely toxic and will be rude to you almost every game.",negative
Intriguing,positive
its good i guess??,negative
it will either change or ruin your life. Take ur pill :),positive
10/10 worst game ever.,negative
Muy bueno,positive
ok,positive
d,positive
trrttr,positive
best fking gme,positive
I like being stressed.,positive
Best game ! but it make me depression :/,positive
good game,positive
.,positive
I fucking hate this game,positive
For me it was just like the ex i couldn't move on from because i didn't think i could find better...imprisoned me for several years but i'm glad i could set myself free...,negative
Бум!---Это Сделало Это Да! Это было сильно как будто бы взрыв!,positive
Best game in world,positive
Until they region lock this game it's going to be absolute dogwater trying to solo queue.,negative
its dota come on!,positive
GG,positive
".
",positive
!!NO!!,positive
Best game ever,positive
Helt okej spel,positive
i like anime now,positive
"первые 100 часов меня ебали в жопу, остальные 400 ничего не изменилось",negative
addiction on next level,positive
russian league of legends but 10x harder than league,positive
Хуйня(хуйня),positive
this is best game,positive
gg,positive
Learned how to become toxic,positive
not working in macbook pro 2019 indicate vulkan error,negative
fun,positive
"Good Game, I am Mentally ill now!.",positive
No,negative
ИГРА ТОП,positive
Great game.,positive
best game ever,positive
ИГРА СОЕДИНЯЕТ С ПРИРОДОЙ И УДОВЛЕТВОРЯЕТ ЖЕЛАНИЕ КОГО ТО ОТПИЗДИТЬ ПОСЛЕ РАБОТЫ,positive
Фу,positive
"Best game ever created!
ALWAYS BAN :SNIPER:",positive
"Matchmaking is dead, so the game is pointless unless you have a 4-5 person team to regularly play with.",negative
better than league,positive
goodshit game its the goat,positive
gg,positive
govnishe polnoe ne igraite v ety parashy,positive
"Conheci por indicação de um amigo meu, tem uns 10 anos, desde então nunca parei de jogar, só não joguei online ainda, por que acredito não estar a altura dos jogar online, preciso treinar ainda mais",positive
"f this game 
",negative
very bad game haha,positive
"Awesome game i liked it a lot
All time there is updates and new features
For me it the best game that daily i play with
I recommend it",positive
Good,positive
JUGG is best,positive
!,positive
game toxic,negative
nice,positive
Just don't.,negative
"دستشون درد نکنه
",positive
Good,positive
Неплохая игра чтобы убить время но если играть одному то быстро надоест,positive
stressful,positive
The Best Game,positive
<>,positive
Goat,positive
Lekker kak,positive
best game ever,positive
вы можете спокойно удалять эту хуйню если пикаете тинкера я вашу мать ебал,negative
good,positive
,positive
its good,positive
DOTA2 the best,positive
nice,positive
wea,positive
НЕ НАДО. НЕ ИГРАЙ,positive
"i like this game
",positive
gg,positive
this game is full of bot,positive
"Skipped classes thanks to Dota. Learned to gamble thanks to Dota. Learned to swear in 12 different languages thanks to Dota. Became racist thanks to Dota. All in all, Ruin your life simulator. 10/10 would recommend if you are trying to kill yourself. Cancer can be cured, SEA Dota 2 community can't be.",positive
sout sar game AD mhr lr pee rune lu nay tae may loe twe nae,positive
vghjfghjf,positive
i will dont know why i got banned till 1/19/2038,negative
"IF YOU WANT TO DIE EARLY, DO ME A FAVOR AND PLAY THIS GAME!!!",positive
Highly Recommended. You want depression? PLAY NOW!,positive
i love this game,positive
MAKES ME FEEL LIKE A VIRGIN,negative
Extremely toxic. Decided to move on to more relaxing games. 2014 was a good time with friends.,negative
гавно,positive
Feels illegal to be this fun at this price.‍,positive
"Honestly, I don’t know what’s happening. But I like it.‍",positive
Bundled chaos. Unexpected serotonin.‍,positive
"Honestly, I don’t know what’s happening. But I like it.‍",positive
Never heard of it. Now I won’t shut up about it.‍,positive
Bought it for less than a coffee. Got joy for days.‍,positive
Lỗi duy nhất là… tôi hết giờ để chơi tiếp.‍,positive
More fun than expected. Less sense than usual.‍,positive
Some people go to therapy. I install this game.‍,positive
Best part? I didn’t expect to love it.‍,positive
Played with zero expectations. Left with 20 screenshots.‍,positive
Surprisingly wholesome for something that looked cursed.‍,positive
My therapist recommended nature walks. I played this instead.‍,positive
I didn’t choose this game. This game chose me.‍,positive
3AM. I’m still customizing settings.‍,positive
Surprisingly wholesome for something that looked cursed.‍,positive
My GPU wheezes. My heart sings.‍,positive
Bought in a bundle. Opened it last. Now it’s my favorite.‍,positive
$0.89 for this? This is theft. Legal theft.‍,positive
Can’t tell if it’s brilliant or cursed. Love it either way.‍,positive
Thought I’d refund it. Ended up reviewing it.‍,positive
The best mistake I ever downloaded.‍,positive
I bought it ironically. It played me unironically.‍,positive
I don’t understand anything. But I’m invested emotionally.‍,positive
I blinked and lost 6 hours.‍,positive
Not sure if game or personality test. I failed both.‍,positive
This game unlocked a part of me I didn’t know existed.‍,positive
I didn’t even equip the best one yet and people are already asking.‍,positive
Steam told me I might like it. Steam was right.‍,positive
Who needs trophies when your card set looks this good?‍,positive
"Like a screensaver, but with emotional attachment.‍",positive
The combo of badge + background = chef’s kiss.‍,positive
I felt like the protagonist of a very weird anime.‍,positive
I don’t remember why I bought it. But I’m glad I did.‍,positive
Even my non-gamer friends went “awww” looking at my cards.‍,positive
It’s giving… brain vacation.‍,positive
Never heard of it. Now I won’t shut up about it.‍,positive
"If Steam had a beauty contest for cards, these win.‍",positive
Bought it for less than a coffee. Got joy for days.‍,positive
"Would explain this game, but I can't. Just try it.‍",positive
My brain: fried. This game: serotonin.‍,positive
It’s the first time someone DMed me to ask: “Where’s that background from?”‍,positive
I didn’t expect compliments on my Steam profile. Then I equipped that badge.‍,positive
"80% confusion, 20% delight. Perfect balance.‍",positive
I felt emotions. And I usually don’t.‍,positive
I thought I was playing for fun. Turns out I’m playing for cosmetics.‍,positive
Yes.‍,positive
The true final boss? Letting go of this game.‍,positive
The badge art? Straight-up desktop-worthy.‍,positive
“What’s that on your profile?” – every friend I have now.‍,positive
I don’t usually care about Steam profile stuff. Until now.‍,positive
These trading cards are so pretty I actually used them.‍,positive
I unlocked one badge and instantly wanted them all.‍,positive
noob,negative
good,positive
great,positive
"Don't even play dota2 if you are mentally weak or just play once or twice a week. Current state of dota is just so toxic where the griefers got 0 reports while those that who are talking in chat get muted as long as other players reported in game either toxic chat or without even one curse word. Dota2 currently filled with bunch of people who dont dare to talk anymore due to this kind of hidden rules cuz everyone know that talking will bring not only reports but at the same time griefer will just play the game and griefs continuously. What I meant by griefers are those bots who have 0 idea on how to play, standing base, afk, not placing wards properly or even those without a medals can play ranked game with ranked player. It is so hard to report those griefers and way more easier for gaben to punish those who are talking, this game favors those player shut up and play, although got griefers just shut up and play",negative
fun,positive
rere,positive
this game cost me everything (elementary school allowance),positive
They say I used to be fun and smile a lot. I have depression now. Will recommend this to everyone. :),positive
the best game ever,positive
"esse jogo não presta, joguei poucas horas, mas acho que não precisaria de mais para avaliar ele melhor!",negative
"тебе їбуть 500 годин і ти взнаєш більше про свою сім'ю. 
що ще вам треба від гри?",positive
awesomeeeee,positive
"Cool competitive game, despite it's hard to find competent players",positive
"if you already play this game quit, if you are thinking of getting into it do not do it. waste of you're life.",negative
don't waste your life on this game instead go touch some grass,positive
Goodshi,positive
Trash game full of Russians !,negative
"So many smurf and valve wont ban them. Trash game, not worth with your life",negative
"gg
",positive
"Is pretty good, time travelled through highschool and college.",positive
ssssssssssss,positive
The best game in world,positive
"this game will ruin your life, go outside and talk to people",positive
"عالیه.بپایید معتادش نشید
",positive
"Somewhere between the silence of midnight and the cold glow of my screen,
I found a place that doesn’t ask questions.
No explanations. No expectations. Just... quiet.
Out there, victory means nothing. Loss means nothing.
What matters is that the voices fade. The faces blur.
No one waits for me there. No one wonders why I’ve changed.
And maybe that’s the point.
I don’t play to win.
I play to disappear.

",positive
good,positive
"I have 10 hours in this game and in the enemy team all other players have 4000+ games,i wonder who will win.",negative
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
